2.000000	4.000000	8.000000	16.000000	32.000000	64.000000	128.000000	256.000000	512.000000	1024.000000	2048.000000	4096.000000	8192.000000	
0.018944	0.018720	0.019168	0.019552	0.021856	0.032672	0.067328	0.368704	2.837920	23.419000	196.693000	1589.070000	12460.700000	
0.018496	0.018848	0.021056	0.018880	0.022272	0.027776	0.063296	0.374912	2.840960	22.519400	198.157000	1560.310000	12491.000000	
0.017888	0.018336	0.018944	0.021088	0.021184	0.037344	0.067712	0.367776	2.842880	23.118800	183.234000	1548.730000	12516.600000	
0.017632	0.018688	0.019776	0.018528	0.023392	0.029376	0.065088	0.374016	2.844420	22.573100	185.036000	1536.900000	12457.900000	
0.021376	0.020416	0.021056	0.020032	0.021536	0.028928	0.064800	0.371648	2.841860	23.181400	188.276000	1514.360000	12495.600000	
0.018464	0.019584	0.019712	0.019936	0.021376	0.029568	0.064800	0.372352	2.845890	23.275000	185.571000	1602.740000	12404.900000	
0.021856	0.019296	0.020704	0.020704	0.020832	0.031648	0.063936	0.369472	2.840580	23.061800	186.444000	1536.330000	12419.700000	
0.018816	0.020608	0.019040	0.018592	0.021600	0.027616	0.065216	0.372128	3.040000	23.023600	194.677000	1518.080000	12475.800000	
0.019232	0.019584	0.018784	0.022560	0.021440	0.027584	0.066464	0.369440	2.929570	23.319200	187.720000	1612.690000	12690.800000	
