2.000000	4.000000	8.000000	16.000000	32.000000	64.000000	128.000000	256.000000	512.000000	1024.000000	2048.000000	4096.000000	8192.000000	
0.017536	0.019712	0.019648	0.021152	0.040544	0.030432	0.079360	0.436544	3.303940	28.129600	229.104000	2037.180000	15794.000000	
0.018048	0.020832	0.019872	0.022848	0.023072	0.028160	0.083744	0.432640	3.308640	28.606600	229.711000	1989.520000	15800.500000	
0.018912	0.023712	0.020576	0.019808	0.024192	0.030720	0.088544	0.432576	3.326940	28.450200	229.488000	2125.770000	15813.600000	
0.020256	0.020352	0.020448	0.023424	0.021280	0.028736	0.075936	0.436512	3.317060	28.043800	230.904000	1935.780000	15832.300000	
0.017504	0.021056	0.020544	0.022976	0.021568	0.027520	0.076192	0.436512	3.312830	28.163800	229.676000	2003.780000	15965.500000	
0.017792	0.020000	0.020928	0.019936	0.022560	0.026496	0.078272	0.432512	3.323170	28.178800	229.467000	1959.340000	15906.300000	
0.017280	0.020480	0.028224	0.024416	0.023296	0.027360	0.079264	0.435008	3.407300	28.134000	229.432000	2088.990000	15872.900000	
0.018720	0.021184	0.022144	0.020960	0.021024	0.029568	0.082080	0.433216	3.316160	29.035600	230.849000	2105.250000	15925.900000	
0.018400	0.022432	0.022464	0.020480	0.021280	0.026304	0.077888	0.440256	3.313410	28.111300	229.310000	2020.410000	15954.100000	
