2.000000	4.000000	8.000000	16.000000	32.000000	64.000000	128.000000	256.000000	512.000000	1024.000000	2048.000000	4096.000000	8192.000000	
0.024384	0.024416	0.025696	0.022368	0.024352	0.034464	0.105760	0.650752	6.256800	58.717500	388.997000	2942.490000	26591.000000	
0.025536	0.021312	0.023392	0.120352	0.024576	0.033504	0.109056	0.650400	6.144220	57.724300	366.167000	2964.100000	26548.100000	
0.020896	0.021152	0.022368	0.022688	0.026944	0.033888	0.113376	0.651552	6.657980	52.976300	366.220000	2974.960000	26451.000000	
0.019584	0.024384	0.020768	0.023584	0.027776	0.032896	0.113056	0.651744	6.180130	53.137800	379.650000	2921.940000	26571.500000	
0.020224	0.022720	0.021664	0.023136	0.027488	0.033280	0.109024	0.651872	6.171870	53.650900	366.085000	2922.990000	26452.900000	
0.021760	0.022240	0.021472	0.033248	0.027072	0.034720	0.104320	0.650272	6.174080	53.053900	366.109000	2922.330000	26606.500000	
0.020032	0.023296	0.021760	0.021600	0.024192	0.035872	0.105152	0.650304	6.315650	53.085400	369.102000	2945.450000	26588.400000	
0.020096	0.020672	0.021376	0.022624	0.024192	0.037120	0.112928	0.651648	6.559780	53.691800	366.175000	2922.520000	26576.000000	
0.027136	0.024928	0.022144	0.023360	0.024736	0.034944	0.113600	0.651008	8.136450	55.994900	378.575000	2922.280000	26583.800000	
