2.000000	4.000000	8.000000	16.000000	32.000000	64.000000	128.000000	256.000000	512.000000	1024.000000	2048.000000	4096.000000	8192.000000	
0.023616	0.021280	0.026432	0.024256	0.022240	0.037536	0.169888	0.990656	9.383620	63.356900	441.238000	3400.010000	36980.700000	
0.025728	0.020288	0.020832	0.024928	0.028992	0.037568	0.170240	0.989344	9.298880	63.405100	429.016000	3608.550000	36715.500000	
0.021760	0.019296	0.022432	0.022624	0.022944	0.040608	0.169312	0.989024	9.322240	60.526600	423.189000	3462.070000	36769.900000	
0.022912	0.019072	0.021472	0.024000	0.022016	0.038816	0.165120	0.988768	9.337860	55.657600	426.873000	3426.520000	36363.200000	
0.021856	0.019904	0.022240	0.020960	0.030336	0.044800	0.166304	0.993024	9.339170	55.753900	423.184000	3375.010000	35713.600000	
0.021376	0.021728	0.021216	0.020704	0.022112	0.038048	0.169664	0.990112	9.804030	55.655200	424.353000	3422.270000	34265.400000	
0.022240	0.022368	0.022208	0.022688	0.033568	0.038784	0.173664	0.988928	9.539900	55.527400	424.509000	3472.290000	34777.200000	
0.021664	0.031072	0.024992	0.020736	0.024448	0.038304	0.165728	0.987776	9.465500	64.274700	424.764000	3337.760000	36679.200000	
0.021216	0.024352	0.025152	0.020768	0.024256	0.045568	0.164480	0.989280	10.534200	60.511500	423.196000	3341.100000	37071.300000	
