2.000000	4.000000	8.000000	16.000000	32.000000	64.000000	128.000000	256.000000	512.000000	1024.000000	2048.000000	4096.000000	8192.000000	
0.018560	0.020096	0.028320	0.022432	0.020640	0.025184	0.038432	0.145504	1.004220	7.949890	68.078500	522.000000	4212.320000	
0.019552	0.019040	0.019520	0.019552	0.022400	0.023808	0.038272	0.145376	1.003200	8.844700	66.751600	517.532000	4200.350000	
0.017600	0.018528	0.021120	0.022336	0.021536	0.023776	0.043808	0.146464	1.018050	8.202080	64.503600	518.423000	4220.920000	
0.019104	0.018016	0.019872	0.018176	0.036640	0.024544	0.038304	0.145504	1.127740	7.963580	64.476200	518.281000	4259.900000	
0.018208	0.017728	0.020096	0.018592	0.022208	0.023232	0.045376	0.145760	1.004740	7.969730	64.153500	549.825000	4265.430000	
0.018464	0.020000	0.019680	0.018944	0.021088	0.024064	0.037536	0.148704	1.004930	7.958500	65.075200	517.783000	4230.840000	
0.019488	0.024096	0.022592	0.019360	0.024704	0.023872	0.039616	0.145440	1.109180	8.928160	65.703400	518.554000	4204.390000	
0.018368	0.022880	0.018848	0.017984	0.022080	0.022720	0.042304	0.145728	1.696130	8.920540	67.733800	518.654000	4210.030000	
0.019584	0.023584	0.019232	0.018720	0.023072	0.024992	0.044192	0.146272	1.106080	8.265340	67.048400	517.506000	4223.220000	
