2.000000	4.000000	8.000000	16.000000	32.000000	64.000000	128.000000	256.000000	512.000000	1024.000000	2048.000000	4096.000000	8192.000000	
0.022880	0.018336	0.021120	0.022272	0.029184	0.079296	0.611328	3.517180	27.387700	221.597000	1473.450000	11810.200000	102507.000000	
0.019584	0.019552	0.020224	0.021824	0.030592	0.082752	0.587840	3.518400	27.374100	199.658000	1532.520000	11737.000000	102693.000000	
0.021312	0.020544	0.022400	0.027168	0.029952	0.079072	0.589408	3.517500	27.387700	219.701000	1473.630000	11756.600000	102593.000000	
0.022144	0.020224	0.022016	0.023904	0.033024	0.080064	0.584608	3.521470	27.381800	184.763000	1473.530000	12350.000000	102697.000000	
0.019552	0.023488	0.022240	0.026432	0.029536	0.078784	0.583040	3.518500	27.388500	213.658000	1473.590000	12854.200000	102609.000000	
0.022944	0.020640	0.022528	0.021984	0.033632	0.079616	0.586944	3.519780	27.391200	184.706000	1563.150000	11702.800000	102603.000000	
0.022432	0.021024	0.019680	0.022432	0.029536	0.081504	0.587104	3.518240	27.389200	184.844000	1513.700000	11754.700000	102055.000000	
0.018752	0.022304	0.021120	0.025792	0.033984	0.076992	0.589568	3.519360	27.377000	253.552000	1519.840000	11700.900000	102594.000000	
0.018912	0.023264	0.019968	0.022624	0.032704	0.077600	0.601248	3.515650	27.377500	184.721000	1480.520000	11730.100000	102264.000000	
