2.000000	4.000000	8.000000	16.000000	32.000000	64.000000	128.000000	256.000000	512.000000	1024.000000	2048.000000	4096.000000	8192.000000	
0.031680	0.025920	0.022656	0.028448	0.034880	0.101248	0.625600	4.705280	42.721300	366.197000	2639.130000	20986.000000	169691.000000	
0.021216	0.021472	0.024448	0.024256	0.034880	0.101824	0.622144	4.707300	42.927000	329.029000	2639.170000	20957.400000	169971.000000	
0.024000	0.029024	0.025600	0.025600	0.035136	0.100352	0.624544	4.707620	42.693500	328.637000	2639.490000	20993.600000	169786.000000	
0.020704	0.022048	0.021664	0.023456	0.033760	0.100224	0.624736	4.705890	43.072700	328.564000	2638.910000	20955.800000	170445.000000	
0.020448	0.021632	0.022528	0.024384	0.035872	0.103360	0.622048	4.707970	42.638800	328.824000	2639.970000	21004.500000	169775.000000	
0.026880	0.021216	0.023456	0.024832	0.035328	0.102144	0.620768	4.706020	45.202700	328.602000	2642.990000	20962.300000	169798.000000	
0.020416	0.022208	0.023136	0.024928	0.039072	0.102912	0.623328	4.705950	42.665700	328.658000	2639.300000	20988.000000	169948.000000	
0.021600	0.024608	0.023104	0.023744	0.035360	0.102944	0.617696	4.703680	42.571500	328.650000	2638.640000	20964.500000	169749.000000	
0.030592	0.024288	0.023328	0.023712	0.034944	0.102272	0.620832	4.707390	43.186600	328.726000	2639.140000	21002.900000	169945.000000	
