2.000000	4.000000	8.000000	16.000000	32.000000	64.000000	128.000000	256.000000	512.000000	1024.000000	2048.000000	4096.000000	8192.000000	
0.019456	0.022112	0.020640	0.020512	0.021248	0.027328	0.037248	0.149408	1.122850	10.025000	79.379400	658.799000	9105.950000	
0.024480	0.019968	0.020608	0.020032	0.021312	0.025408	0.040064	0.149728	1.123870	9.954050	80.564300	657.702000	8774.270000	
0.016704	0.019264	0.023424	0.019232	0.023168	0.025120	0.039744	0.150368	1.124060	10.082600	79.385600	658.926000	8977.660000	
0.018976	0.019968	0.020608	0.019008	0.020544	0.025760	0.040896	0.150688	1.122500	9.858780	79.381400	683.123000	8772.320000	
0.017504	0.017600	0.048192	0.020864	0.021728	0.026016	0.039072	0.150176	1.123460	9.861660	79.364600	658.335000	9133.990000	
0.018528	0.017856	0.020640	0.020128	0.021120	0.023488	0.036512	0.148512	1.124260	9.855100	79.328700	647.975000	9084.490000	
0.017504	0.018848	0.035328	0.019456	0.021440	0.024384	0.036544	0.148416	1.123170	9.858850	79.836000	658.556000	9172.390000	
0.020928	0.018432	0.019776	0.019200	0.023584	0.024000	0.036704	0.147712	1.124000	9.849020	80.255700	646.484000	8743.650000	
0.019968	0.018816	0.019328	0.019520	0.022752	0.025056	0.041984	0.148352	1.123620	9.906590	79.218600	639.521000	8881.370000	
