32.000000	64.000000	128.000000	256.000000	512.000000	1024.000000	2048.000000	4096.000000	8192.000000	
0.024544	0.025600	0.020960	0.049056	0.393248	3.608770	27.153200	234.726000	2325.480000	
0.023008	0.033856	0.020864	0.048608	0.385472	3.474180	27.199000	234.241000	2280.630000	
0.020608	0.026688	0.021408	0.048704	0.401280	3.436060	27.130600	244.485000	2298.320000	
0.020128	0.033952	0.024992	0.048704	0.394464	3.432900	27.102300	235.569000	2287.740000	
0.020320	0.025760	0.026272	0.048960	0.391328	3.463650	27.239500	232.576000	2293.050000	
0.021504	0.024256	0.024032	0.048768	0.390656	3.435070	31.384400	247.246000	2291.760000	
0.023040	0.027328	0.029344	0.048832	0.391104	3.476420	31.540300	235.535000	2287.660000	
0.019392	0.024480	0.023328	0.048928	0.390464	3.448420	32.654000	236.762000	2281.280000	
0.021312	0.021408	0.022720	0.048992	0.386720	3.433760	32.047100	234.021000	2302.830000	
0.019520	0.020960	0.023392	0.048928	0.391424	3.480670	32.155600	239.145000	2332.670000	
0.022720	0.021984	0.023584	0.048672	0.390656	3.476450	32.835700	240.389000	2339.900000	
0.025472	0.020608	0.021472	0.048544	0.401440	3.538660	33.526000	234.624000	2357.420000	
0.022816	0.020864	0.024512	0.048608	0.391392	3.438560	31.410000	235.352000	2556.960000	
0.027872	0.020640	0.032352	0.048992	0.390144	3.437380	31.410500	235.189000	2618.140000	
0.020320	0.018976	0.024896	0.048704	0.390560	3.666590	31.683600	234.897000	2389.780000	
0.021120	0.018944	0.023808	0.048512	0.387104	3.433280	28.682700	234.881000	2509.050000	
0.024480	0.020224	0.022528	0.048128	0.394112	3.435490	28.263400	236.273000	2333.660000	
0.021984	0.018496	0.023392	0.049024	0.390400	3.575580	27.701700	238.044000	2455.520000	
0.026880	0.019104	0.023232	0.049056	0.390720	3.443740	27.771000	236.171000	2474.500000	
