2.000000	4.000000	8.000000	16.000000	32.000000	64.000000	128.000000	256.000000	512.000000	1024.000000	2048.000000	4096.000000	
0.023872	0.026048	0.022176	0.026624	0.030176	0.042880	0.150144	1.037440	8.377600	68.108400	602.172000	4291.130000	
0.585632	0.026720	0.022016	0.031680	0.009504	0.042624	0.154016	1.036000	8.408450	68.087600	550.263000	4291.250000	
0.018368	0.035328	0.020096	0.026560	0.031456	0.039776	0.154048	1.035780	8.379970	68.065300	526.008000	4291.100000	
0.019872	0.027424	0.022240	0.029952	0.027296	0.038176	0.162464	1.034080	8.380540	68.068300	526.066000	4390.890000	
0.019104	0.027680	0.026816	0.026848	0.030208	0.042944	0.155456	1.038620	8.370560	68.053900	526.081000	4291.180000	
0.022048	0.023296	0.023936	0.026368	0.035456	0.039616	0.157056	1.035650	8.374020	80.466200	526.046000	4291.160000	
0.019648	0.022912	0.020864	0.038656	0.030208	0.040128	0.157568	1.033730	8.380770	80.475700	525.990000	4290.920000	
0.020832	0.021184	0.022368	0.027680	0.026208	0.042400	0.152096	1.033860	8.379970	80.449300	526.063000	4291.190000	
0.023904	0.024608	0.021312	2.920900	0.029248	0.041792	0.154720	1.032540	8.377860	80.477100	526.017000	4290.970000	
