2.000000	4.000000	8.000000	16.000000	32.000000	64.000000	128.000000	256.000000	512.000000	1024.000000	
0.037024	0.029792	0.028032	0.046336	0.161056	1.107520	9.752000	95.254800	683.278000	6427.320000	
0.029248	0.026720	0.024320	0.045120	0.164064	1.101380	9.753250	95.246800	679.580000	6427.430000	
0.028992	0.030304	0.025728	0.040096	0.162048	1.099900	9.755520	95.262600	678.275000	6427.070000	
0.028928	0.031136	0.024832	0.041568	0.162848	1.098560	9.756510	95.261100	678.065000	6427.140000	
0.027552	0.026464	0.027968	0.043808	0.160096	1.097310	9.750620	95.202700	677.970000	6427.440000	
0.026752	0.027040	0.027552	0.041248	0.160096	1.105570	9.753820	84.167300	679.260000	6427.380000	
0.026080	0.037376	0.024672	0.044288	0.157792	1.097180	9.753540	84.191900	679.878000	6427.330000	
0.030688	0.006560	0.024512	0.044000	0.164896	1.098750	9.750820	84.177400	677.316000	6426.980000	
0.027904	0.023264	0.023680	0.044608	0.163680	1.097440	9.746910	84.222400	679.805000	6427.380000	
