2.000000	4.000000	8.000000	16.000000	32.000000	64.000000	128.000000	256.000000	512.000000	1024.000000	2048.000000	
0.019968	0.031840	0.025600	0.023072	0.032768	0.058176	0.361920	3.570690	29.018800	229.175000	1854.640000	
0.019744	0.023392	0.021632	0.024832	0.029888	0.061632	0.373440	3.564290	29.002500	229.166000	1854.660000	
0.019840	0.022944	0.027840	0.041120	0.029536	0.057600	0.371008	3.552960	29.026800	229.131000	1854.600000	
0.019552	0.020416	0.027136	0.029728	0.028800	0.059456	0.375616	3.594720	29.034700	229.031000	1854.510000	
0.020064	0.020032	0.023232	0.023552	0.029280	0.059904	0.367168	3.553280	29.016000	229.142000	1854.760000	
0.020288	0.020640	0.024448	0.036864	0.032704	0.063808	0.373280	3.554500	29.002000	229.244000	1855.490000	
0.019552	0.027680	0.022112	0.023776	0.031168	0.063296	0.368768	3.547330	29.010200	229.117000	1855.440000	
0.019264	0.022528	0.021728	0.024416	0.034784	0.062752	0.360992	3.557660	29.015300	229.218000	1854.340000	
0.026400	0.028096	0.023968	0.023552	0.028448	0.060448	0.375584	3.560830	29.019900	229.146000	1854.710000	
