2.000000	4.000000	8.000000	16.000000	32.000000	64.000000	128.000000	256.000000	512.000000	1024.000000	2048.000000	4096.000000	
0.018688	0.019392	0.026432	0.023328	0.026656	0.022624	0.156288	1.036900	8.110850	64.326500	591.490000	4126.300000	
0.023264	0.019392	0.026592	0.021856	0.029024	0.036544	0.157568	1.031010	8.117410	64.327300	537.768000	4125.520000	
0.018176	0.019040	0.024384	0.018240	0.028928	0.035648	0.155296	1.037860	8.111810	64.304000	515.189000	4124.750000	
0.018592	0.019392	0.028000	0.018208	0.026240	0.040064	0.147840	1.032480	8.110340	64.324300	515.151000	4127.840000	
0.017728	0.026240	0.028000	0.023360	0.029280	0.042784	0.141632	1.029380	8.089860	64.305300	515.268000	4128.840000	
0.019104	0.021504	0.028480	0.022720	0.029088	0.039840	0.154400	1.035780	8.099550	64.340100	515.247000	4125.990000	
0.017920	0.025344	0.023840	0.026496	0.026432	0.037408	0.163776	1.031490	8.110180	69.497700	515.217000	4126.150000	
0.024480	0.026464	0.026080	0.023552	0.025952	0.035424	0.153408	1.032260	8.085060	77.305000	515.176000	4124.430000	
0.026496	0.025408	0.025504	0.027200	0.023712	0.035936	0.158368	1.030240	8.116130	77.331200	515.195000	4125.450000	
