2.000000	4.000000	8.000000	16.000000	32.000000	64.000000	128.000000	256.000000	512.000000	1024.000000	2048.000000	
0.024928	0.019232	0.029600	0.021760	0.027744	0.058880	0.311808	2.784290	23.240400	195.920000	1383.020000	
0.019360	0.020800	0.028160	0.023520	0.025856	0.056192	0.309696	2.784640	23.317700	195.857000	1383.270000	
0.019360	0.020160	0.022848	0.021472	0.026592	0.056672	0.315968	2.778080	23.296600	195.924000	1384.280000	
0.019520	0.021568	0.025024	0.026976	0.038208	0.056704	0.329824	2.785150	23.251700	195.897000	1383.250000	
0.018816	0.019968	0.026752	0.027904	0.028384	0.056544	0.328640	2.787680	23.365300	195.906000	1384.010000	
0.020896	0.019520	0.025120	0.029472	0.026624	0.056512	0.328288	2.776350	23.329300	195.921000	1383.760000	
0.019392	0.025920	0.022304	0.028320	0.026816	0.061440	0.330272	2.783140	23.246800	195.942000	1382.610000	
0.019136	0.024832	0.029504	0.021504	0.032704	0.057440	0.331360	2.782270	23.289200	195.930000	1383.350000	
0.019136	0.020032	0.031136	0.021600	0.026688	0.055936	0.325984	2.779840	23.295100	195.924000	1384.500000	
