2.000000	4.000000	8.000000	16.000000	32.000000	64.000000	128.000000	256.000000	512.000000	1024.000000	
0.019040	0.023232	0.021120	0.028992	0.080672	0.482464	4.768100	55.215900	472.359000	4703.650000	
0.018528	0.021024	0.020864	0.027584	0.079456	0.483872	4.771520	55.212300	472.482000	4703.520000	
0.022592	0.019904	0.025280	0.026816	0.078784	0.485888	4.778140	55.212500	472.267000	4703.520000	
0.020608	0.019040	0.023776	0.034240	0.084480	0.481024	4.770080	55.175600	472.583000	4703.730000	
0.019296	0.018432	0.019040	0.031040	0.079552	0.484736	4.766780	55.177100	472.300000	4703.770000	
0.018720	0.018816	0.027008	0.032192	0.080576	0.481056	4.785860	55.207000	472.348000	4703.590000	
0.018528	0.026656	0.021312	0.030272	0.085888	0.479040	4.781020	55.126000	472.483000	4703.690000	
0.026912	0.022080	0.021504	0.035616	0.085664	0.478464	4.785820	55.209200	472.691000	4703.790000	
0.026176	0.021184	0.020864	0.032288	0.082080	0.478752	4.773630	55.176100	472.351000	4703.480000	
