32.000000	64.000000	128.000000	256.000000	512.000000	1024.000000	2048.000000	
0.007744	0.009792	0.025344	0.133376	1.009120	7.825500	63.817400	
0.007616	0.009856	0.037056	0.133312	1.012130	7.850430	63.792800	
0.007648	0.009792	0.039328	0.133920	1.007710	7.850530	63.928400	
0.007808	0.009792	0.021312	0.133472	1.012220	7.850820	63.852300	
0.007648	0.132064	0.022400	0.133376	1.007460	7.837980	63.757400	
0.007648	0.009824	0.024704	0.133696	1.010720	7.828610	63.817700	
0.007648	0.009760	0.021664	0.133376	0.996800	7.834590	63.835800	
0.007968	0.009792	0.021344	0.133312	1.013090	7.859040	63.767800	
0.127200	0.136384	0.021344	0.133312	0.994112	7.886020	63.920400	
