32.000000	64.000000	128.000000	256.000000	512.000000	1024.000000	
0.154336	1.987390	29.933600	439.177000	7622.370000	129019.000000	
0.161856	1.984960	29.924100	450.404000	7624.740000	129247.000000	
0.162272	1.982750	29.931300	451.804000	7632.750000	129271.000000	
0.154112	1.988610	29.921800	443.915000	7631.210000	129281.000000	
0.157440	1.974940	29.923200	451.164000	7679.400000	129279.000000	
0.161280	1.982180	29.922100	451.470000	7734.210000	129293.000000	
0.155232	1.993820	29.931200	447.235000	7810.110000	129277.000000	
0.137632	1.986370	29.929100	452.191000	7871.330000	129309.000000	
0.140096	1.986270	29.920600	442.222000	7919.360000	129302.000000	
