32.000000	64.000000	128.000000	256.000000	512.000000	1024.000000	2048.000000	4096.000000	8192.000000	
0.012672	0.019776	0.055840	0.387904	3.040770	24.257000	193.812000	1545.350000	12341.000000	
0.012768	0.019936	0.054144	0.387872	3.042590	24.232700	193.797000	1545.270000	12341.100000	
0.012640	0.019968	0.053856	0.390240	3.033180	24.239600	193.773000	1545.250000	12341.500000	
0.012800	0.019936	0.053472	0.388704	3.046690	24.249200	193.790000	1545.470000	12342.700000	
0.012576	0.019936	0.053824	0.390880	3.044000	24.239900	193.767000	1545.650000	12341.900000	
0.012640	0.019744	0.053664	0.389152	3.045440	24.239800	193.812000	1544.850000	12341.400000	
0.012800	0.020000	0.054080	0.387584	3.044220	24.223300	193.824000	1544.700000	12342.100000	
0.012576	0.020000	0.068768	0.386816	3.045470	24.236400	193.812000	1545.180000	12342.500000	
0.012768	0.019840	0.053152	0.388256	3.040450	24.251500	193.811000	1545.040000	12340.300000	
