32.000000	64.000000	128.000000	256.000000	512.000000	1024.000000	2048.000000	
0.007264	0.010464	0.040864	0.266336	2.105180	16.720400	134.127000	
0.007264	0.010752	0.040032	0.265888	2.096990	16.712400	134.123000	
0.007424	0.010432	0.040864	0.266208	2.097060	16.719500	134.135000	
0.128672	0.143040	0.056096	0.266208	2.099040	16.713500	134.139000	
0.007232	0.010464	0.040320	0.266656	2.099300	16.711000	134.133000	
0.007296	0.140096	0.042304	0.266432	2.099580	16.718900	134.135000	
0.007232	0.010592	0.040256	0.266112	2.099200	16.720800	134.152000	
0.007264	0.135392	0.040448	0.266592	2.099710	16.719600	134.129000	
0.128896	0.138432	0.040192	0.266944	2.099900	16.719900	134.108000	
