32.000000	64.000000	128.000000	256.000000	512.000000	1024.000000	2048.000000	4096.000000	8192.000000	
0.040416	0.136736	0.886048	6.951230	65.427300	501.401000	3942.620000	31551.400000	257760.000000	
0.041088	0.135968	0.885088	6.949860	65.418200	500.148000	3942.690000	31568.000000	261167.000000	
0.039744	0.137632	0.887712	6.949820	65.453100	500.285000	3953.780000	31569.400000	262754.000000	
0.040096	0.135456	0.886720	6.949180	65.436500	500.128000	3932.510000	31492.500000	262904.000000	
0.041248	0.135968	0.886016	6.948990	65.403300	499.949000	3931.230000	31492.900000	263707.000000	
0.039360	0.135648	0.885280	6.948640	65.442300	501.245000	3953.890000	31494.300000	263991.000000	
0.041280	0.137024	0.886624	6.950940	65.433900	500.363000	3954.540000	31491.300000	264381.000000	
0.039232	0.136224	0.886112	6.949380	65.413300	500.692000	3943.090000	31493.400000	263042.000000	
0.039552	0.136512	0.885472	6.948670	65.433100	501.359000	3931.460000	31590.400000	263092.000000	
