32.000000	64.000000	128.000000	256.000000	512.000000	1024.000000	2048.000000	4096.000000	8192.000000	
0.031296	0.045664	0.164320	1.090560	9.785340	78.526600	596.796000	4714.120000	37963.800000	
0.027232	0.043936	0.164704	1.090780	9.782820	78.460500	597.949000	4709.810000	38260.400000	
0.028928	0.046016	0.164512	1.089180	9.781820	78.427800	597.677000	4708.700000	38396.300000	
0.033120	0.046336	0.163808	1.090880	9.780290	78.393600	597.838000	4713.600000	38562.300000	
0.033984	0.043328	0.162400	1.090370	9.781020	78.486900	596.176000	4706.530000	38535.300000	
0.031392	0.043488	0.164896	1.090780	9.787710	78.430500	596.245000	4713.870000	38654.800000	
0.032448	0.043808	0.165184	1.109090	9.805250	78.412200	596.666000	4713.660000	38607.100000	
0.034016	0.046208	0.179968	1.092060	9.778590	78.437400	596.892000	4709.310000	38670.900000	
0.029888	0.044032	0.163936	1.090850	9.775870	78.458800	597.649000	4712.970000	38586.600000	
