32.000000	64.000000	128.000000	256.000000	512.000000	1024.000000	2048.000000	4096.000000	8192.000000	
0.061472	0.119328	0.628416	4.718530	44.782900	347.225000	2671.730000	21398.100000	172080.000000	
0.061088	0.133760	0.640576	4.745410	44.805300	334.803000	2673.100000	21387.900000	172768.000000	
0.062880	0.110656	0.647168	4.727780	44.793400	334.733000	2673.420000	21397.100000	173001.000000	
0.059840	0.109024	0.644736	4.762940	44.792100	334.770000	2673.580000	21388.100000	173043.000000	
0.059200	0.116896	0.647200	4.745500	44.800500	334.851000	2671.780000	21401.800000	173104.000000	
0.079424	0.127328	0.651488	4.736480	44.814600	334.623000	2672.670000	21386.300000	173165.000000	
0.058016	0.128896	0.629024	4.732960	44.810800	334.700000	2672.510000	21392.400000	173098.000000	
0.060064	0.109856	0.643360	4.743070	44.820600	334.551000	2673.690000	21439.100000	173157.000000	
0.051904	0.113344	0.634048	4.712450	44.806600	334.321000	2672.720000	21491.200000	173133.000000	
