32.000000	64.000000	128.000000	256.000000	512.000000	1024.000000	2048.000000	
0.010464	0.017632	0.091328	0.673344	5.233180	40.664700	325.295000	
0.010496	0.132672	0.090848	0.672320	5.222460	40.666800	325.295000	
0.010432	0.149248	0.091008	0.672672	5.249980	40.674200	325.311000	
0.010464	0.135584	0.090848	0.671168	5.267780	40.672100	325.275000	
0.010464	0.017856	0.091040	0.672256	5.246300	40.663100	324.880000	
0.010464	0.148256	0.105120	0.672096	5.219680	40.651300	325.347000	
0.010624	0.017600	0.106400	0.674656	5.219810	40.657800	325.361000	
0.010848	0.142208	0.091072	0.674240	5.203710	40.663600	325.440000	
0.010496	0.143392	0.091040	0.672896	5.223870	40.667600	325.252000	
