32.000000	64.000000	128.000000	256.000000	512.000000	1024.000000	2048.000000	4096.000000	8192.000000	
0.034144	0.058240	0.175008	1.085660	8.329820	75.157200	556.214000	4238.370000	34224.700000	
0.034016	0.053984	0.175072	1.087650	8.316000	75.125900	553.078000	4233.390000	35680.800000	
0.033248	0.055104	0.176448	1.096260	8.322720	75.182000	553.747000	4227.520000	35915.500000	
0.033568	0.054560	0.186816	1.089730	8.340350	75.163500	554.093000	4228.600000	35975.600000	
0.037440	0.056896	0.175872	1.093340	8.331100	75.154800	554.533000	4229.990000	36097.200000	
0.033600	0.053824	0.175456	1.086080	8.317950	75.190800	553.769000	4231.560000	36177.000000	
0.033664	0.055392	0.187744	1.087680	8.324450	75.212700	554.976000	4220.080000	36187.800000	
0.039424	0.056448	0.175232	1.083550	8.331170	75.238400	555.358000	4230.800000	36250.300000	
0.036160	0.054880	0.176832	1.081410	8.322750	75.190000	554.309000	4228.040000	36297.900000	
