32.000000	64.000000	128.000000	256.000000	512.000000	1024.000000	2048.000000	4096.000000	8192.000000	
0.045632	0.126688	0.636896	4.716100	37.331300	341.109000	2462.530000	20134.800000	178694.000000	
0.043712	0.110880	0.632448	4.710500	37.300100	340.955000	2461.140000	20828.400000	178762.000000	
0.049248	0.113696	0.633856	4.710620	37.310900	341.297000	2462.000000	21517.200000	178713.000000	
0.048736	0.113760	0.633152	4.711200	37.309800	340.963000	2458.740000	21643.800000	178586.000000	
0.047968	0.115040	0.635424	4.712350	37.289200	342.521000	2463.720000	21687.600000	178509.000000	
0.047808	0.114432	0.634112	4.708800	37.302700	340.863000	2462.980000	21780.600000	178641.000000	
0.048512	0.115264	0.633632	4.707780	37.314000	339.939000	2459.400000	21823.800000	178620.000000	
0.044480	0.116960	0.638304	4.709410	37.298200	342.022000	2460.200000	21822.900000	178739.000000	
0.043552	0.113504	0.638496	4.704380	37.322700	341.388000	2459.150000	21899.300000	178691.000000	
