32.000000	64.000000	128.000000	256.000000	512.000000	1024.000000	2048.000000	4096.000000	8192.000000	
0.038944	0.067008	0.159744	0.509536	1.901660	14.623900	139.736000	1129.250000	9064.610000	
0.040480	0.070336	0.160544	0.507776	1.858940	14.638000	139.416000	1129.160000	9064.170000	
0.041504	0.068512	0.159808	0.509856	1.880930	14.675100	139.540000	1129.230000	9065.460000	
0.040896	0.068832	0.161120	0.510208	1.881760	14.634300	139.224000	1128.720000	9065.250000	
0.042048	0.069696	0.162112	0.505952	1.889280	14.687500	139.144000	1128.730000	9065.360000	
0.044832	0.066976	0.160640	0.509664	1.864900	14.627300	139.095000	1128.800000	9065.840000	
0.044736	0.067808	0.160960	0.501760	1.885310	14.737100	139.617000	1128.980000	9065.840000	
0.041888	0.068256	0.159904	0.503264	1.883780	14.608800	139.792000	1128.700000	9065.790000	
0.039808	0.068192	0.160448	0.509088	1.884800	14.691900	139.805000	1128.900000	9065.340000	
