32.000000	64.000000	128.000000	256.000000	512.000000	1024.000000	2048.000000	4096.000000	8192.000000	
0.030240	0.034432	0.049824	0.130400	0.825856	6.495940	51.605200	385.517000	2759.960000	
0.032512	0.032544	0.047168	0.128416	0.833504	6.484770	51.574600	381.676000	2757.860000	
0.030144	0.033792	0.048256	0.129088	0.818240	6.488510	51.572300	383.651000	2757.430000	
0.031968	0.031360	0.048512	0.150336	0.824000	6.492190	51.620300	384.663000	2762.880000	
0.037056	0.032224	0.045472	0.132064	0.823424	6.490300	51.635100	385.001000	2761.800000	
0.034944	0.031936	0.045664	0.128448	0.824224	6.486430	51.599800	385.247000	2762.650000	
0.048352	0.036256	0.046336	0.124160	0.825280	6.499870	51.599800	387.375000	2760.390000	
0.034112	0.036160	0.046336	0.126240	0.822752	6.487940	51.600600	387.842000	2762.370000	
0.035040	0.036000	0.051008	0.126816	0.818432	6.493860	51.596000	382.852000	2761.430000	
