32.000000	64.000000	128.000000	256.000000	512.000000	1024.000000	2048.000000	4096.000000	8192.000000	
0.028032	0.030912	0.046976	0.126144	0.848640	6.586560	52.379400	391.559000	2818.190000	
0.029920	0.030720	0.047424	0.136000	0.849472	6.588700	52.367100	390.034000	2818.220000	
0.030400	0.030816	0.052160	0.127296	0.848512	6.590050	52.391500	391.663000	2817.610000	
0.028736	0.031904	0.047104	0.134304	0.848480	6.587970	52.360700	388.852000	2818.140000	
0.028832	0.030496	0.044000	0.128032	0.852192	6.588700	52.378200	391.104000	2818.490000	
0.029120	0.030592	0.043136	0.127136	0.853120	6.609120	52.404900	393.364000	2812.450000	
0.030176	0.032576	0.045312	0.135712	0.853280	6.588900	52.400500	393.410000	2813.990000	
0.030144	0.030656	0.043488	0.127616	0.853024	6.590140	52.413600	389.655000	2814.790000	
0.029600	0.035680	0.044256	0.127136	0.852000	6.595710	52.380100	388.162000	2814.770000	
