32.000000	64.000000	128.000000	256.000000	1024.000000	2048.000000	
0.195808	0.670080	2.502720	11.941400	194.631000	1384.340000	
0.195584	0.670496	2.497150	11.930400	194.607000	1385.250000	
0.193152	0.665952	2.493500	11.938800	194.665000	1385.470000	
0.192320	0.666176	2.498240	11.933500	194.552000	1385.460000	
0.193888	0.664704	2.499650	11.936500	194.507000	1385.050000	
0.191456	0.666496	2.499520	11.936500	194.609000	1384.020000	
0.189568	0.663168	2.503810	11.939000	194.649000	1385.060000	
0.197536	0.667456	2.502180	11.935800	194.672000	1384.340000	
0.197760	0.664128	2.503070	11.933000	194.623000	1383.150000	
