32.000000	64.000000	128.000000	256.000000	512.000000	1024.000000	
0.053472	0.188992	1.498720	17.276200	151.568000	1240.720000	
0.052608	0.190144	1.497090	17.277400	151.630000	1240.670000	
0.053184	0.187968	1.497860	17.269700	151.582000	1240.930000	
0.052960	0.189376	1.496830	17.269500	151.586000	1240.900000	
0.053856	0.188192	1.495940	17.272000	151.643000	1240.940000	
0.054528	0.189760	1.498050	17.268000	151.593000	1240.930000	
0.053984	0.189824	1.498460	17.271100	151.561000	1240.720000	
0.053568	0.190464	1.497570	17.265300	151.571000	1240.910000	
0.053440	0.188128	1.497660	17.278400	151.621000	1240.990000	
