32.000000	64.000000	128.000000	256.000000	512.000000	1024.000000	
0.053248	0.183392	1.398500	13.735700	116.028000	972.402000	
0.052896	0.183168	1.398590	13.744900	116.027000	972.381000	
0.053344	0.183968	1.397380	13.733800	116.009000	972.397000	
0.052544	0.183968	1.397980	13.745400	116.013000	972.412000	
0.051936	0.183104	1.399260	13.733800	116.039000	972.403000	
0.053056	0.184000	1.398820	13.741800	115.999000	972.415000	
0.052960	0.183232	1.396960	13.732400	115.984000	972.426000	
0.052480	0.183712	1.396190	13.726300	115.994000	972.431000	
0.051808	0.183712	1.398020	13.734000	115.981000	972.409000	
