32.000000	64.000000	128.000000	256.000000	512.000000	1024.000000	2048.000000	
0.029984	0.036608	0.133728	0.999168	7.934180	63.927100	511.392000	
0.028032	0.036864	0.140064	1.000540	7.935040	63.900400	511.325000	
0.025536	0.035264	0.138816	0.997408	7.923840	63.925600	511.332000	
0.024992	0.040768	0.145184	1.000290	7.918210	63.923600	511.293000	
0.023040	0.038624	0.146560	1.002780	7.912930	63.926500	511.367000	
0.030176	0.036608	0.148160	0.998624	7.929700	63.928800	511.409000	
0.027616	0.036672	0.142976	1.000830	7.928130	63.914500	511.284000	
0.030944	0.036256	0.138848	1.000350	7.935360	63.916700	511.329000	
0.026400	0.035072	0.136544	0.998048	7.924670	63.920600	511.350000	
