32.000000	64.000000	128.000000	256.000000	512.000000	1024.000000	2048.000000	
0.094976	0.316992	1.218780	4.620740	19.322800	166.292000	1146.350000	
0.096000	0.318112	1.220900	4.617090	19.309900	166.141000	1146.570000	
0.095840	0.314784	1.214820	4.626560	19.315500	166.082000	1146.210000	
0.096672	0.317536	1.212510	4.627650	19.308300	166.156000	1148.060000	
0.095200	0.318176	1.212320	4.629470	19.326100	166.185000	1146.720000	
0.095392	0.318656	1.220420	4.628290	19.310900	166.165000	1146.430000	
0.100608	0.320032	1.209890	4.629340	19.325500	166.130000	1145.190000	
0.100192	0.321248	1.204190	4.624450	19.313500	165.973000	1146.200000	
0.098272	0.318848	1.207680	4.624190	19.309000	166.162000	1144.880000	
