32.000000	64.000000	128.000000	256.000000	512.000000	1024.000000	2048.000000	
0.032768	0.106912	0.866336	10.574000	84.084700	649.882000	4777.330000	
0.036672	0.105120	0.866848	10.562600	84.133600	648.284000	4776.280000	
0.034976	0.106592	0.872064	10.505500	83.976200	649.302000	4778.260000	
0.033248	0.101920	0.867072	10.530100	83.964900	649.436000	4779.240000	
0.031936	0.104256	0.872640	10.519300	84.162800	648.826000	4780.750000	
0.032608	0.099008	0.868960	10.584900	84.025100	650.593000	4777.000000	
0.035872	0.101504	0.865312	10.541500	84.308100	649.862000	4781.200000	
0.031872	0.101888	0.863872	10.553600	83.810500	648.618000	4778.670000	
0.035104	0.098816	0.869056	10.531200	83.948700	649.044000	4777.240000	
