32.000000	64.000000	128.000000	256.000000	512.000000	1024.000000	2048.000000	
0.022656	0.039296	0.143200	1.035810	8.120000	64.370200	619.251000	
0.021856	0.040672	0.143904	1.036130	8.139870	64.367100	530.854000	
0.022624	0.038496	0.143968	1.033410	8.119330	64.355700	515.737000	
0.027264	0.038816	0.141984	1.035010	8.102850	64.361800	515.391000	
0.027104	0.037056	0.146464	1.031740	8.131420	64.382000	515.494000	
0.029056	0.036288	0.149504	1.035580	8.104130	64.381500	515.414000	
0.029024	0.039104	0.144640	1.033890	8.124380	64.381000	515.260000	
0.030144	0.037472	0.144416	1.031070	8.119100	64.370600	515.733000	
0.027616	0.036192	0.142848	1.046300	8.083780	77.352700	515.787000	
