32.000000	64.000000	128.000000	256.000000	512.000000	1024.000000	2048.000000	
0.039392	0.171872	1.377310	16.224500	144.132000	1182.350000	9464.230000	
0.037600	0.175744	1.376160	16.225800	144.120000	1182.390000	9464.590000	
0.036768	0.171904	1.377920	16.224800	144.133000	1182.380000	9464.550000	
0.037216	0.171840	1.374820	16.225400	144.130000	1182.360000	9464.860000	
0.040544	0.172640	1.379550	16.227300	144.137000	1182.410000	9464.720000	
0.037664	0.172704	1.378210	16.226400	144.133000	1182.380000	9464.760000	
0.038336	0.173792	1.379870	16.225200	144.120000	1182.360000	9464.140000	
0.037504	0.176672	1.373540	16.233700	144.118000	1182.430000	9464.680000	
0.039328	0.175616	1.377600	16.223600	144.132000	1182.360000	9464.690000	
