32.000000	64.000000	128.000000	256.000000	512.000000	1024.000000	
0.121632	0.744960	6.268540	63.650000	539.659000	4701.220000	
0.121152	0.742880	6.272640	63.812200	476.738000	4701.200000	
0.118560	0.741728	6.274690	63.725100	463.626000	4701.040000	
0.126656	0.742688	6.276640	63.736500	463.554000	4701.200000	
0.120640	0.742752	6.277310	63.644500	463.508000	4701.040000	
0.123136	0.743136	6.275650	63.517400	463.544000	4701.180000	
0.119744	0.760064	6.279840	63.689400	463.612000	4701.100000	
0.116832	0.741184	6.278620	63.646200	463.581000	4701.110000	
0.115584	0.741184	6.280830	63.578500	463.536000	4701.170000	
