32.000000	64.000000	128.000000	256.000000	512.000000	1024.000000	
0.047872	0.183424	1.429820	14.011600	118.419000	958.184000	
0.044704	0.181216	1.441410	14.004900	118.427000	958.172000	
0.044960	0.180192	1.437920	14.004500	118.418000	958.184000	
0.041728	0.180768	1.435810	14.010200	118.405000	958.171000	
0.044576	0.185824	1.434690	14.008700	118.426000	958.155000	
0.042016	0.186176	1.435840	14.010000	118.394000	958.157000	
0.043744	0.186304	1.429660	14.003900	118.409000	958.202000	
0.041056	0.184480	1.431870	14.004100	118.407000	958.195000	
0.042688	0.186816	1.436610	13.995700	118.419000	958.176000	
