32.000000	64.000000	128.000000	256.000000	512.000000	1024.000000	
0.179744	1.092160	9.737950	95.259500	776.427000	6451.450000	
0.160896	1.092220	9.737410	95.258400	692.518000	6451.390000	
0.163104	1.092060	9.736060	95.291900	678.466000	6451.670000	
0.163008	1.091360	9.733380	95.299600	678.886000	6451.430000	
0.159712	1.091940	9.734940	95.299600	678.815000	6451.390000	
0.171968	1.092450	9.747390	95.280600	678.772000	6451.680000	
0.156160	1.091420	9.739330	95.253900	678.831000	6451.440000	
0.158048	1.092160	9.744900	95.285100	679.070000	6451.460000	
0.157344	1.091970	9.743300	95.260400	678.779000	6451.410000	
