32.000000	64.000000	128.000000	256.000000	512.000000	1024.000000	
0.078336	0.477376	4.768670	55.178600	472.534000	4722.660000	
0.079136	0.477344	4.769060	55.148900	472.720000	4722.580000	
0.077376	0.478016	4.767900	55.178400	472.433000	4722.570000	
0.077152	0.477120	4.770020	55.132100	472.593000	4722.550000	
0.077440	0.478208	4.768380	55.155900	472.636000	4722.570000	
0.076704	0.467872	4.772060	55.153200	472.529000	4722.710000	
0.077344	0.477312	4.769920	55.208600	472.478000	4722.720000	
0.077056	0.479520	4.773500	55.176500	472.749000	4722.640000	
0.077056	0.478272	4.780770	55.151400	472.401000	4722.690000	
